"global_id";"ObjectName";"NameWinter";"PhotoWinter";"AdmArea";"District";"Address";"Email";"WebSite";"HelpPhone";"HelpPhoneExtension";"WorkingHoursWinter";"ClarificationOfWorkingHoursWinter";"PropertyType";"DepartamentalAffiliationType";"HasEquipmentRental";"EquipmentRentalComments";"HasTechService";"TechServiceComments";"HasDressingRoom";"HasEatery";"HasToilet";"HasWifi";"HasCashMachine";"HasFirstAidPost";"HasMusic";"UsagePeriodWinter";"Status";"DimensionsWinter";"Lighting";"SurfaceTypeWinter";"Seats";"Paid";"PaidComments";"DisabilityFriendly";"ServicesWinter";"geoData";"geodata_center";"geoarea";
"1266752924";"Плоскостное спортивное сооружение";"каток с искусственным льдом";"006f728c-5b91-42dd-8c98-abe432cb2cb7";"Восточный административный округ";"район Богородское";"Открытое шоссе, дом 9, строение 1";"vao-bog@mos.ru";"bogorodskoe.mos.ru";"(499) 162-52-61";"";"понедельник 09:00-23:00,вторник 09:00-23:00,среда 09:00-23:00,четверг 09:00-23:00,пятница 09:00-23:00,суббота 09:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"да";"коньки ледовые для катания на коньках, прокат, платно, зима ";"да";"заточка коньков в зимний период";"да";"да";"да";"нет";"нет";"да";"да";"01.12-31.03";"функционирует";"1800 60 30   ";"смешанное освещение";"искусственный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7354837733329,55.8151625687706],""type"":""Point""}";"";"";
"1266752925";"Дворовая территория";"каток с натуральным льдом";"14b87744-2838-4599-a814-ea314eee70de";"Восточный административный округ";"район Преображенское";"Знаменская улица, дом 12/4";"";"preobr.mos.ru";"(499) 161-31-61";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"442.5 29.5 15   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.720329327407,55.8022644603519],""type"":""Point""}";"";"";
"1266752933";"Дворовая территория";"каток с натуральным льдом";"7390ab49-006e-49ec-bb98-18861683d354";"Северо-Западный административный округ";"район Куркино";"Воротынская улица, дом 16";"sport_dosug@mail.ru";"kurkino-vmo.ru";"(495) 637-69-88";"";"понедельник 09:00-22:00,вторник 09:00-22:00,среда 09:00-22:00,четверг 09:00-22:00,пятница 09:00-22:00,суббота 09:00-22:00,воскресенье закрыто";"";"муниципальная";"отсутствует";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"560 28 20   ";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.3916664932071,55.8901318497827],""type"":""Point""}";"";"";
"1266752942";"Спортивный комплекс образовательного учреждения";"каток с натуральным льдом";"5bacef01-99b2-44eb-b7ba-622080df7721";"Зеленоградский административный округ";"район Старое Крюково";"площадь Колумба, дом 1";"zeldv@edu.mos.ru";"dvtdim.mskobr.ru";"(499) 731-14-61";"";"понедельник 08:00-20:00,вторник 08:00-20:00,среда 08:00-20:00,четверг 08:00-20:00,пятница 08:00-20:00,суббота 08:00-20:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"да";"да";"01.12-31.03";"функционирует";"510 34 15   ";"смешанное освещение";"натуральный лед";"64";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.188090827948,55.98808253287],""type"":""Point""}";"";"";
"1266752960";"Московский дворец пионеров на Воробьёвых Горах";"каток с натуральным льдом";"653257b6-ff47-4f5f-a68d-a16dbb00fdb5";"Юго-Западный административный округ";"Гагаринский район";"улица Косыгина, дом 17, корпус 1";"vg@edu.mos.ru";"vg.mskobr.ru";"(499) 137-90-25";"";"понедельник 09:00-23:00,вторник 09:00-23:00,среда 09:00-23:00,четверг 09:00-23:00,пятница 09:00-23:00,суббота 09:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.12-31.03";"функционирует";"800 40 20   ";"смешанное освещение";"натуральный лед";"0";"платно";"3500 в час";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5591913679558,55.7050677381123],""type"":""Point""}";"";"";
"1266753000";"Ледовый центр «Синяя птица»";"каток с натуральным льдом";"12327cbb-f69a-401a-a48d-72fd794597ff";"Северо-Восточный административный округ";"район Отрадное";"улица Бестужевых, дом 9Б";"sptitsa85@mail.ru";"hockeymoscow.mossport.ru/";"(495) 374-63-04";"";"понедельник 06:00-23:55,вторник 06:00-23:55,среда 06:00-23:55,четверг 06:00-23:55,пятница 06:00-23:55,суббота 06:00-23:55,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"да";"да";"да";"нет";"да";"да";"01.12-31.03";"функционирует";"1250 50 25   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.6000737269032,55.8704373283056],""type"":""Point""}";"";"";
"1266753034";"Стадион «Молния»";"каток с натуральным льдом";"76acf864-355d-465d-8266-645b09d43169";"Северный административный округ";"Дмитровский район";"Лобненская улица, дом 13А";"s70@mossport.ru";"s70.mossport.ru/";"(495) 483-35-04";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"да";"нет";"нет";"да";"да";"01.12-31.03";"функционирует";"1800 60 30   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5332737841339,55.8874500631138],""type"":""Point""}";"";"";
"1266753136";"Дворовая территория";"каток с натуральным льдом";"9a7d1004-9319-4d7c-9e46-55c3af2f8ebe";"Южный административный округ";"район Орехово-Борисово Северное";"Борисовский проезд, дом 8, корпус 2, строение 2";"sonbr@uao.mos.ru";"sevorehovo-borisovo.mos.ru";"(495) 392-07-75";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"800 40 20   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7219566370148,55.6231425604939],""type"":""Point""}";"";"";
"1266753137";"Дворовая территория";"каток с натуральным льдом";"71355136-cf97-403b-83bd-247690e51f9a";"Южный административный округ";"район Орехово-Борисово Северное";"Борисовский проезд, дом 3, корпус 1";"sonbr@mos.ru";"sevorehovo-borisovo.mos.ru";"(495) 392-07-75";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"722.1 36.8 19.62   ";"освещение газоразрядными лампами";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.714153266878,55.6260679376672],""type"":""Point""}";"";"";
"1266753138";"Дворовая территория";"каток с натуральным льдом";"55c05404-d707-46c4-8232-b4493458cb56";"Южный административный округ";"район Зябликово";"Борисовский проезд, дом 15, корпус 2";"sonbr@mos.ru";"sevorehovo-borisovo.mos.ru";"(495) 392-07-75";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"872 40 21.8   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7280859494346,55.6265918151203],""type"":""Point""}";"";"";
"1266753139";"Дворовая территория";"каток с натуральным льдом";"6da8b7fe-0fcb-4731-94c0-1d122e5ee5f8";"Южный административный округ";"район Орехово-Борисово Северное";"Борисовский проезд, дом 36, корпус 1";"sonbr@mos.ru";"sevorehovo-borisovo.mos.ru";"(495) 392-07-75";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"820 40 20.5   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7273305703929,55.6181463799712],""type"":""Point""}";"";"";
"1266753142";"Учреждение культурно-досугового типа «Парк Новослободский»";"каток с искусственным льдом";"df703c9f-a425-48a4-853d-0e2fd3c96c07";"Центральный административный округ";"Тверской район";"Новослободская улица, дом 58/12, строение 9";"parknovoslobodsky@culture.mos.ru";"novosl.ru";"(499) 978-38-63";"";"понедельник круглосуточно,вторник круглосуточно,среда круглосуточно,четверг круглосуточно,пятница круглосуточно,суббота круглосуточно,воскресенье круглосуточно";"";"государственная региональная";"региональная";"нет";"";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1943 67 29   ";"смешанное освещение";"искусственный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5957747830812,55.7915702902836],""type"":""Point""}";"";"";
"1266753143";"Учреждение культурно-досугового типа «Парк Новослободский»";"Каток";"6df114f3-348d-45bf-afc9-933459390f8e";"Центральный административный округ";"Тверской район";"Новослободская улица, дом 58/12, строение 9";"parknovoslobodsky@culture.mos.ru";"novosl.ru";"(499) 978-38-63";"";"понедельник круглосуточно,вторник круглосуточно,среда круглосуточно,четверг круглосуточно,пятница круглосуточно,суббота круглосуточно,воскресенье закрыто";"";"государственная региональная";"региональная";"да";"250 рублей ";"нет";"";"да";"нет";"да";"да";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1943 67 29   ";"освещение светодиодными лампами";"искусственный лед";"48";"бесплатно";"";"";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.594144,55.79013],""type"":""Point""}";"";"";
"1266753144";"Дворовая территория";"каток с натуральным льдом";"43cafbca-62de-49da-9f67-19cc178e5338";"Северный административный округ";"район Коптево";"Коптевская улица, дом 89, корпус 10";"gbu_Koptevo@mail.ru";"gbu-koptevo.moscow/";"(495) 450-41-93";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"1032 51.6 20   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5196335728869,55.8365073413543],""type"":""Point""}";"";"";
"1266753145";"Дворовая территория";"каток с натуральным льдом";"90da418f-6977-44b9-8f68-75cc972d9f94";"Восточный административный округ";"район Новокосино";"Новокосинская улица, дом 37";"upravanovokosino@mos.ru";"novokosino.mos.ru";"(495) 701-44-65";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"600 40 15   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8677364804849,55.7438244062718],""type"":""Point""}";"";"";
"1266753148";"Дворовая территория";"каток с натуральным льдом";"644d6b2a-03e5-4378-95f8-6af8b8757766";"Южный административный округ";"район Орехово-Борисово Северное";"Борисовский проезд, дом 46, корпус 1";"sonbr@mos.ru";"sevorehovo-borisovo.mos.ru";"(495) 394-07-66";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"616 28 22   ";"освещение светодиодными лампами";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.7288585759153,55.6150662229903],""type"":""Point""}";"";"";
"1266753149";"Дворовая территория";"каток с натуральным льдом";"c102a3ef-7737-4c8f-a4df-613c81a4fc37";"Восточный административный округ";"район Новокосино";"Суздальская улица, дом 18, корпус 3";"upravanovokosino@mos.ru";"novokosino.mos.ru";"(495) 701-44-65";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"464 23.2 20   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8498675312788,55.742236596269],""type"":""Point""}";"";"";
"1266753150";"Дворовая территория";"каток с натуральным льдом";"edde1a46-2eb9-42c9-a99c-2ff43333d39b";"Восточный административный округ";"район Новокосино";"Салтыковская улица, дом 39";"upravanovokosino@mos.ru";"novokosino.mos.ru";"(495) 701-44-65";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"875 35 25   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.877864029336,55.7427253692984],""type"":""Point""}";"";"";
"1266753151";"Дворовая территория";"каток с натуральным льдом";"887c4493-2ec6-4e2d-a403-eba039ef335e";"Восточный административный округ";"район Новокосино";"Городецкая улица, дом 13/19, корпус 1";"upravanovokosino@mos.ru";"novokosino.mos.ru";"(495) 701-44-65";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"780 26 30   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8702266145406,55.7389664357631],""type"":""Point""}";"";"";
"1266753153";"Дворовая территория";"каток с натуральным льдом";"b4dabb3e-3ea4-439e-ab85-d194dbd56106";"Восточный административный округ";"район Новокосино";"Новокосинская улица, дом 8, корпус 1";"upravanovokosino@mos.ru";"novokosino.mos.ru";"(495) 701-44-65";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"858 39 22   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8565281957571,55.7330270244492],""type"":""Point""}";"";"";
"1266753161";"Стадион «Свиблово»";"каток с натуральным льдом";"c982f4c7-4abe-415d-b804-1eac1460e467";"Северо-Восточный административный округ";"район Свиблово";"Тенистый проезд, дом 6";"radugasviblovo@mail.ru";"sviblovo.mos.ru";"(499) 181-73-51";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"да";"коньки ледовые для катания на коньках, прокат, 10 шт., зима ";"нет";"";"да";"да";"да";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"653 40.3 16.2   ";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.6350695186658,55.8593982987321],""type"":""Point""}";"";"";
"1266753163";"Дворовая территория";"каток с натуральным льдом";"55e31e29-ac44-40ab-a4d6-eee3a05c9b9e";"Западный административный округ";"район Филёвский Парк";"Минская улица, дом 8, корпус 1";"upravafp@mos.ru";"filevsky-park.mos.ru";"(499) 145-66-60";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье 07:00-23:00";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"800 40 20   ";"без дополнительного освещения";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.4891525032593,55.7356135710256],""type"":""Point""}";"";"";
"1266753164";"Дворовая территория";"каток с натуральным льдом";"db9c738c-925f-49e8-a2bb-f167ab5cd2ed";"Восточный административный округ";"район Новокосино";"Новокосинская улица, дом 49";"upravanovokosino@mos.ru";"novokosino.mos.ru";"(495) 701-44-65";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"888 37 24   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8765227494329,55.7447738679109],""type"":""Point""}";"";"";
"1266753168";"Дворовая территория";"каток с натуральным льдом";"d7ffc716-25a2-47eb-9c80-8db1d0405e0d";"Западный административный округ";"район Филёвский Парк";"Кастанаевская улица, дом 7";"upravafp@mos.ru";"filevsky-park.mos.ru";"(499) 145-66-60";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"364 26 14   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.4965313829882,55.7389833993546],""type"":""Point""}";"";"";
"1266753170";"Дворовая территория";"каток с натуральным льдом";"8322689e-3fa9-48ee-945c-3504931fc54a";"Западный административный округ";"район Филёвский Парк";"Филёвский бульвар, дом 21";"upravafp@mos.ru";"filevsky-park.mos.ru/";"(499) 145-66-60";"";"понедельник 07:00-23:00,вторник 07:00-23:00,среда 07:00-23:00,четверг 07:00-23:00,пятница 07:00-23:00,суббота 07:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"392 28 14   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.479164159459,55.7656157397383],""type"":""Point""}";"";"";
"1266753171";"Дворовая территория";"каток с натуральным льдом";"bcceedf1-d19a-4b5f-85e5-6ccce71ffc55";"Северный административный округ";"Дмитровский район";"Ангарская улица, дом 39";"soc-dmitr@mail.ru";"dmitrovskiy.mos.ru";"(495) 486-71-02";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1484 53 28   ";"без дополнительного освещения";"натуральный лед";"15";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5240946431972,55.8797127441782],""type"":""Point""}";"";"";
"1266753172";"Дворовая территория";"каток с натуральным льдом";"ab61566e-7063-443a-812f-ced9fb354129";"Северный административный округ";"Дмитровский район";"Яхромская улица, дом 1А";"dsportdosug@mail.ru";"dmitrovskiy.mos.ru";"(495) 486-71-20";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"1405.1 50.18 28   ";"смешанное освещение";"натуральный лед";"10";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5371255775558,55.8821598469169],""type"":""Point""}";"";"";
"1266753174";"Дворовая территория";"каток с натуральным льдом";"aa09547c-9509-4c9c-84c8-0e64dc615ef3";"Северный административный округ";"Дмитровский район";"Клязьминская улица, дом 34";"gbu_jil_dmitr@bk.ru";"dmitrovskiy.mos.ru";"(495) 486-71-20";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"16.11-14.03";"функционирует";"1782.4 64 27.85   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5311911124101,55.8953137593357],""type"":""Point""}";"";"";
"1266753180";"Дворовая территория";"каток с натуральным льдом";"4235c4e7-fc05-4351-bdc4-b2f463049eee";"Восточный административный округ";"район Новокосино";"улица Николая Старостина, дом 7";"upravanovokosino@mos.ru";"novokosino.mos.ru";"(495) 701-44-65";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"800 32 25   ";"смешанное освещение";"натуральный лед";"0";"бесплатно";"";"частично приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.8517498731548,55.732354915206],""type"":""Point""}";"";"";
"1266753198";"Парк (озелененная городская территория) «Парк им. Святослава Федорова»";"каток с искусственным льдом";"d97678d3-f199-4195-a88e-9eca748d2a68";"Северный административный округ";"Бескудниковский район";"Дмитровское шоссе, дом 82";"beskudnikovo@mos.ru";"beskudnikovo.mos.ru";"(499) 480-04-03";"";"понедельник закрыто,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье 10:00-22:00";"";"государственная региональная";"региональная";"да";"коньки ледовые для катания на коньках, прокат, 20 шт., платно, зима ";"нет";"";"да";"нет";"да";"нет";"нет";"да";"нет";"08.11-14.03";"функционирует";"1296 54 24   ";"смешанное освещение";"искусственный лед";"20";"бесплатно";"";"";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5520161327975,55.8650515245684],""type"":""Point""}";"";"";
"1266753202";"Дворовая территория";"каток с натуральным льдом";"cd696a9f-2699-403d-a01d-3518a9feb516";"Северный административный округ";"Савёловский район";"улица Юннатов, дом 8А";"gbusav@pnao.mos.ru";"gbu-savelovskiy.moscow/";"(495) 950-57-86";"";"понедельник 08:00-23:00,вторник 08:00-23:00,среда 08:00-23:00,четверг 08:00-23:00,пятница 08:00-23:00,суббота 08:00-23:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"526.7 23 22.9   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.562670653637,55.799800080139],""type"":""Point""}";"";"";
"1266753203";"Дворовая территория";"каток с натуральным льдом";"c1b4a155-1a7a-4262-8328-e65c390c1318";"Северный административный округ";"Савёловский район";"Петровско-Разумовский проезд, дом 24, корпус 19";"gbusav@pnao.mos.ru";"gbu-savelovskiy.moscow/";"(495) 950-57-86";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.11-31.03";"функционирует";"115 11.5 10   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5661713082596,55.8032415943397],""type"":""Point""}";"";"";
"1266753204";"Дворовая территория";"каток с натуральным льдом";"bcc1b5e4-816c-482e-9191-bb257cea9212";"Северный административный округ";"Савёловский район";"Полтавская улица, дом 18";"gbusav@pnao.mos.ru";"gbu-savelovskiy.moscow/";"(495) 950-57-86";"";"понедельник 10:00-22:00,вторник 10:00-22:00,среда 10:00-22:00,четверг 10:00-22:00,пятница 10:00-22:00,суббота 10:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-31.03";"функционирует";"537.2 31.6 17   ";"освещение лампами накаливания";"натуральный лед";"0";"бесплатно";"";"не приспособлен";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.5735504482463,55.8000545859998],""type"":""Point""}";"";"";
"1266753205";"Дворовая территория";"каток с натуральным льдом";"a493b87b-2515-4404-bde5-59b75f905178";"Северный административный округ";"район Левобережный";"Беломорская улица, дом 10, строение 3";"artostroverh@mail.ru";"levoberezhny.mos.ru/";"(495) 456-10-01";"";"понедельник 08:00-22:00,вторник 08:00-22:00,среда 08:00-22:00,четверг 08:00-22:00,пятница 08:00-22:00,суббота 08:00-22:00,воскресенье закрыто";"";"государственная региональная";"региональная";"нет";"";"нет";"";"нет";"нет";"нет";"нет";"нет";"нет";"нет";"01.12-30.04";"функционирует";"1400 56 25   ";"смешанное освещение";"натуральный лед";"30";"бесплатно";"";"";"[общая физическая подготовка, хоккей]";"{""coordinates"":[37.4715103535118,55.8606509072457],""type"":""Point""}";"";"";
